label,borough,station_id,modern_station_name,match_score
Whitlock Avenue,Bronx,612,WHITLOCK AVENUE,1.1000
Willets Point Blvd.,Queens,702,WILLETS POINT,0.8222
Willets Point Blvd. (from 6/7/27),Queens,702,WILLETS POINT,0.8222
Willets Pt. Blvd. (from 1/21/28),Queens,J15,WOODHAVEN BOULEVARD,0.7154
Willets Pt/Shea Stadium,Queens,702,WILLETS POINT,0.6556
Williambridge-210th Street,Bronx,213,EAST 180TH STREET,0.6641
Williamsbridge-210 St.,Bronx,213,EAST 180TH STREET,0.7000
Williamsbridge-210th Street,Bronx,213,EAST 180TH STREET,0.7000
Willis Avenue (to 4/15/24),Manhattan,L20,WILSON AVENUE,0.8462
Wilson Ave.,Brooklyn,L20,WILSON AVENUE,1.1000
Wilson Avenue,Brooklyn,L20,WILSON AVENUE,1.1000
Winthrop St.,Brooklyn,243,WINTHROP STREET,1.1000
Winthrop Street,Brooklyn,243,WINTHROP STREET,1.1000
Winthrop Street (from 8/25/80),Brooklyn,243,WINTHROP STREET,1.1000
Woodhaven Blvd.,Queens,J15,WOODHAVEN BOULEVARD,1.1000
Woodhaven Boulevard,Brooklyn,J15,WOODHAVEN BOULEVARD,1.0000
"Woodhaven Boulevard (from December 31, 1936)",Manhattan,J15,WOODHAVEN BOULEVARD,1.0000
Woodlawn,Bronx,401,WOODLAWN-JEROME AVENUE,0.6333
Woodside,Queens,712,61ST STREET-WOODSIDE,0.7154
Woodside (from 4/8/23),Queens,712,61ST STREET-WOODSIDE,0.7154
World's Fair (Open 5/11-10/27/40),Queens,H03,HOWARD BEACH-JFK AIRPORT,0.5571
Worth St./Lex Av. line (Closed 9/1/62),Manhattan,-1,CLOSED,1.0000
Worth St./Lex. line (Closed 9/1/62),Manhattan,-1,CLOSED,1.0000
Worth Street,Brooklyn,R28,COURT STREET,0.9333
Wyckoff Avenue,Brooklyn,L17,MYRTLE-WYCKOFF AVENUES,0.8778
York St.,Brooklyn,F18,YORK STREET,1.1000
"York Street (from April 9, 1936)",Brooklyn,F18,YORK STREET,1.1000
Zerega Ave.,Bronx,606,ZEREGA AVENUE,1.1000
Zerega Ave. (from 10/24/80),Bronx,606,ZEREGA AVENUE,1.1000
Zerega Avenue,Bronx,606,ZEREGA AVENUE,1.1000
exington Avenue (from 8/1/18),Manhattan,B08,LEXINGTON AVENUE-63ST,0.9824
